sample num,Active/Inactive 1,aureus MRSA43300 (target),Active/Inactive 2,aureus ATCC25923 (target),'SpMax2_Bh(m)','SM6_B(m)','VE1_A','SM02_AEA(ri)','MATS4i','H_D/Dt','CATS3D_13_AL','IC4','SpMax8_Bh(m)','D/Dtr05','SpMin1_Bh(p)','SM13_AEA(ri)','CIC2','Chi_Dz(Z)','MATS2i','AVS_B(m)','H%','CIC3','P_VSA_LogP_5','BLI','VE1_B(m)','DP16','MATS3s','SdssC','CATS3D_09_AA','VE2sign_Dt','GATS5i','GATS6p','SpMax_EA(bo)','MaxssO','SpMAD_EA(ri)','ATS8s','SpPosA_B(m)','P_VSA_ppp_L','PBF','MATS3i','CATS3D_06_AL','rGes','JGI5','ChiA_B(i)','MATS8m','Eig05_EA(ri)','ATSC2m','VE2sign_Dz(i)','Eta_L_A','Eig05_AEA(ed)','H_Dz(m)','SM5_B(m)','SP16','ATSC1p','SM1_Dz(m)','VE1_Dz(i)','MATS4m','CIC4','Eig06_AEA(ri)','DP11','Mp','SpMAD_EA(dm)','X3A','minssO','Eta_B_A','ATSC1s','MATS6m','SpMin2_Bh(p)','PW2','ATS4i','X3sol','SM05_EA','ChiA_B(s)','SpDiam_EA(bo)','H_Dz(Z)','IC1','J_D','ATSC7m','BIC2','IVDE','VE1sign_Dz(Z)','P_VSA_MR_2','mindsCH','MATS8p','VE2_D/Dt','PW3','SHED_DL','CATS3D_11_AL','SpMin3_Bh(s)','SpMax2_Bh(s)','MATS3p'
67,0,50,0,50,4.018978436,16.60482971,3.997826869,7.16118836,-0.06775553,2985.361277,13,5.565622571,3.176901181,86.81590947,2.089830127,4.05155695,1.32580711,0.241286811,-0.026857494,4.141263861,33.33333333,0.776031986,43.62700835,1.215013629,3.698543169,15.08194417,0.066490635,0.468370708,4,0.001949794,0.882077343,1.019967249,5.685453577,5.46941754,1.499378893,6.269293455,1.696492662,161.2571618,1.377466013,-0.020855309,10,0.666666667,0.033969444,0.251846712,0.019681718,2.656539107,27.68976124,0.010142191,0.193172989,6.531204434,699.0031899,13.84185287,15.11954871,9.890511677,1.447507045,6.45295517,-0.056858337,0.604302431,3.558872063,14.32025358,0.782356944,0.150242272,0.153722077,5.46941754,0.028347936,26.88498955,-0.064445078,2.075139986,0.603194895,5.618209437,34.69319661,8.571870753,0.197767654,8.685453577,647.7403206,3.873897478,0.92823128,36.97198629,0.724462351,1.509833756,0.876746916,121.5115012,1.286780486,0.07022999,0.133196737,0.402390022,14.85780785,17,1.189685334,7.649904505,-0.031077821
68,1,12.5,1,6.2,3.997327419,16.60492078,4.066006412,8.043693062,-0.05195981,3022.6174,7,5.736216203,3.359949379,110.2957743,2.075158475,3.930498755,1.289539486,0.222433962,0.265841574,4.072272702,29.72972973,0.672627534,127.8741929,1.174445515,4.131869742,13.55900785,0.058838078,-3.583801704,3,0.003893494,0.584411423,1.67619745,5.68701904,5.416667265,1.476426264,7.483958793,1.700953178,161.2571618,1.670559147,-0.044798242,11,0.596153846,0.034931917,0.251160945,0.031141437,2.656689368,18.60888572,0.009810432,0.199947459,6.928626436,735.7695757,13.84228619,13.80513174,10.39928328,1.785255028,6.659317795,-0.105125324,0.473237162,3.691674193,13.2118662,0.764439189,0.406283214,0.156750047,5.416667265,0.035940153,74.17865046,0.05240014,2.024043491,0.612244006,5.674052504,33.1058805,8.65538869,0.192868148,8.68701904,683.0882034,3.927136714,1.022933118,37.08220766,0.735798025,1.765465591,0.866927565,125.9054945,0.451982678,0.05338433,0.123489071,0.38365281,7.061417898,7,1.120521319,8.509115712,-0.033261289
69,1,3.12,1,6.2,3.994574689,16.60473339,3.941758128,6.910111886,-0.107884772,2465.413804,7,5.736216203,3.088974171,97.68038969,2.07515725,3.835128001,1.289539486,0.23838739,0.007683831,4.106438706,37.83783784,0.672627534,38.11351324,1.273387685,4.131230482,13.66863677,0.098905068,3.760140583,3,0.002543358,0.785326474,1.665781093,5.686902099,5.48001214,1.494059689,6.338188725,1.69667697,178.9075703,1.364990476,-0.020837361,15,0.673913043,0.032262346,0.254348518,0.010248515,2.526962977,42.2168808,0.008759928,0.201880979,6.394454742,666.1224289,13.84145317,13.91525002,10.21265557,1.32274202,6.334321642,-0.07648047,0.473237162,3.479884682,13.29528276,0.769506757,0.158910095,0.15640271,5.48001214,0.028076906,20.70886479,-0.14902182,2.021586378,0.598985978,5.642662901,33.1058805,8.533263372,0.201390506,8.686902099,615.0072774,3.839430971,0.979830643,45.04804435,0.735798025,1.503797855,0.801552076,36.14481492,1.56272051,0.054503518,0.135711258,0.392863701,8.005396308,7,1.151131243,7.649904505,-0.034416558
70,1,25,1,12.5,6.882029465,16.61760787,3.941758128,6.910111886,-0.120993035,2465.413804,7,5.800554385,3.476935709,97.68038969,2.075140031,3.835128001,1.116413926,0.240796363,-0.033682129,4.352212619,32.35294118,0.445068566,31.74236334,1.329000821,4.130976873,13.66862937,0.090251405,3.175958397,3,0.002543358,0.803242693,0.722556414,5.686902099,5.475857015,1.456045671,5.982097353,1.930854817,246.7941991,1.374625863,0.011491874,11,0.652173913,0.032262346,0.254209706,-0.018149862,2.525363663,28.82735653,0.008793332,0.213116561,6.394454742,686.3714028,13.87073606,13.91523555,8.891930936,1.696184254,6.334479189,-0.093595446,0.286908456,3.404785108,13.29553778,0.825372059,0.158910095,0.15640271,5.475857015,0.028076906,17.22844695,-0.033617233,1.997481696,0.598985978,5.52372509,34.15463529,8.533263372,0.200427627,8.686902099,633.2400348,3.872363287,0.979830643,102.3054784,0.753199176,1.503797855,0.83007595,36.14481492,1.53153108,0.046964159,0.135711258,0.392863701,7.73361539,7,1.094408677,7.649904505,-0.055803575
71,1,3.12,1,6.2,4.038916027,16.60487309,4.103649072,7.346411473,-0.053105617,3241.524295,12,5.473048041,3.297278396,90.01188016,2.113396897,4.051557009,1.620341725,0.238411603,0.076222448,4.094125306,39.02439024,1.148036164,56.36930815,1.245335243,3.906071057,15.34113009,0.119059971,4.482307146,2,0.000987281,1.009875425,1.436870799,5.687243787,5.503144269,1.519530067,6.488350793,1.667974931,190.3477837,1.349835078,-0.06725239,21,0.66,0.03753655,0.252161629,0.012003943,2.656556561,52.1445865,0.010780048,0.206874153,6.531204458,721.3573951,13.84202143,15.38921027,11.00913723,1.32274202,6.569649144,-0.011762262,0.884503964,3.560146181,14.48423822,0.761784146,0.144970613,0.15479623,5.503144269,0.030786675,23.07881261,-0.112935695,2.075156404,0.607257576,5.778580775,35.68585119,8.598035579,0.201159076,8.687243787,669.9863682,3.770380253,0.952609477,52.9525409,0.694587386,1.581844689,0.922109768,36.14481492,1.599757547,0.037691896,0.129635875,0.404809287,7.496105816,15,1.189950818,7.649904505,-0.037857366
72,1,1.56,1,3.1,3.994397391,16.6047368,4.017987103,6.917705121,-0.174764246,2504.526374,7,5.817297284,3.088805788,96.73376964,2.075172293,3.840895639,1.220321115,0.242769391,-0.053421527,4.106438706,37.83783784,0.483438345,31.74236334,1.274549159,4.131672821,13.73885435,0.09073336,3.041565649,3,0.002510242,0.874271193,0.64258648,5.702505918,5.482629067,1.491510383,6.033602489,1.696968315,191.4889154,1.333218117,0.121614061,12,0.652173913,0.025864512,0.254558754,0.06511443,2.525154757,41.9912112,0.009420765,0.201550331,6.400233296,673.295107,13.8414568,13.97435068,10.21265557,1.32274202,6.341385771,-0.174863041,0.392156081,3.552748337,13.37909741,0.769506757,0.181251822,0.153721998,5.482629067,0.027344874,20.70886479,-0.043744315,2.020228131,0.597075569,5.621514389,33.12992685,8.541105011,0.201453747,8.702505918,622.0380259,3.837769443,0.994825657,50.83995289,0.746149982,1.503797855,0.840990401,71.45812091,1.575781734,0.125834528,0.135976785,0.399696577,6.583200464,8,1.137258356,7.649904505,0.059991715
73,1,0.8,1,3.1,4.045406589,16.60502013,3.88036799,7.151371764,-0.06274807,2862.540606,13,6.00618866,3.52872348,280.5721039,2.065992269,3.768052773,1.018297114,0.181901404,-0.035019647,4.117856339,34.17721519,0.408413449,53.2628565,1.21819445,4.098452662,20.23194501,0.058460258,1.744861763,4,0.001977815,0.857201492,0.712396026,5.686312435,5.936338376,1.461442124,6.169563224,1.700538212,206.0454352,1.04439769,0.037584519,20,0.730769231,0.024458763,0.255153363,0.015607443,2.677144876,31.47422405,0.006884535,0.202854064,6.383610062,716.7779976,13.84269003,20.18012958,10.35061917,1.599367374,6.653404706,-0.098930037,0.297592089,3.466997298,17.94806771,0.778555696,0.164607851,0.158902485,5.593976892,0.025421054,21.91675959,-0.028569802,2.004295304,0.59333375,5.647727351,35.61885688,8.548885638,0.200846037,8.686312435,665.5384385,4.048161598,0.798762513,39.09457166,0.777174155,1.396726544,0.67664809,47.14470281,1.527333012,-0.000331658,0.125969149,0.386191215,0,14,1.128022117,7.649904505,-0.017901218
74,1,12.5,1,25,4.049318929,16.60518481,4.066368056,8.125310517,-0.028001655,3706.325208,16,5.578945187,3.528762476,320.9731351,2.065992521,3.930767258,1.632388898,0.169961566,0.076687296,4.003342161,41.74757282,1.231389199,59.6340064,1.221456331,4.098786598,20.66266463,0.058657524,3.729140737,4,0.003709537,0.896943979,1.34987887,5.687019709,5.982291254,1.494779627,6.989366297,1.642305203,246.4153157,1.427875194,-0.065916762,29,0.666666667,0.033070048,0.254618924,-0.005757329,2.743269464,68.2949636,0.008651374,0.231449272,6.928626436,798.8567997,13.84341613,20.55840559,13.33154756,1.599367374,7.139839383,-0.043471979,1.10755534,3.751510237,18.31115302,0.733952427,0.144953182,0.159338034,5.624442681,0.035192523,29.32639379,-0.001154567,2.056410662,0.610055916,6.065891105,38.22880679,8.686260633,0.202528506,8.687019709,747.4140149,4.020655705,0.845751537,244.4673691,0.713640958,1.733189513,0.816609945,47.14470281,1.564375954,-0.0672882,0.115203103,0.374938243,0,20,1.236699156,7.649904505,-0.044319261
75,1,6.2,1,12.5,4.0463005,16.60510523,3.968254255,7.165232751,-0.08889583,3284.09371,13,5.971454415,3.528727677,300.4239146,2.065992292,3.844748946,1.04686674,0.176557601,0.042511672,4.064516601,35.63218391,0.572119971,53.2628565,1.190663632,4.09851776,20.35726811,0.037339355,2.263456295,8,0.002626533,0.884446556,0.940550689,5.686924644,5.948201802,1.443418927,6.581378488,1.675472565,187.0929402,1.248252253,0.040662582,18,0.696428571,0.030547767,0.256513933,0.002033517,2.678038559,42.93785744,0.008050023,0.206958182,6.396807971,762.9158508,13.8430786,20.25438045,11.43543889,1.695377048,6.892359971,-0.099690872,0.471489081,3.50565635,18.07751465,0.757904598,0.208759734,0.160678982,5.432399147,0.026039134,23.66773262,-0.022487754,2.007178957,0.592619434,5.726783572,37.15122181,8.571870753,0.200398041,8.686924644,711.556394,4.212452787,0.82019177,112.5366725,0.781941879,1.473097094,0.768405008,47.14470281,1.459485693,-0.032803459,0.120905968,0.384012358,0,13,1.128056028,7.649904505,-0.011726647
76,0,50,0,52,6.879859831,16.61145723,3.984880882,7.153224586,-0.07926678,3106.752597,14,6.046457187,3.602095243,288.6371592,2.065992562,3.813671365,0.956652097,0.181382863,-0.05180804,4.188654253,34.14634146,0.393471494,53.2628565,1.260042169,4.098494344,20.30299569,0.05380449,2.261052055,4,0.002180322,0.872684578,0.707592131,5.697715604,5.949857632,1.448023512,6.223192975,1.785371287,251.9995288,1.071881242,0.075450828,22,0.851851852,0.025720721,0.256210821,-0.006801399,2.677542032,31.11024764,0.00787233,0.221370767,6.391843625,753.6292192,13.85750573,20.23575212,10.48428205,1.75778895,6.77582673,-0.025051263,0.311094817,3.494008903,18.02205277,0.788043902,0.198026665,0.158034461,5.602420865,0.025429748,23.40018473,-0.021694804,2.005759513,0.591620571,5.68814112,36.76156215,8.564267599,0.201843114,8.697715604,701.1893545,4.176039396,0.816881092,59.18376386,0.789697175,1.438408602,0.756319318,47.14470281,1.539249112,0.001832285,0.12372247,0.387149346,0,15,1.1339242,7.649904505,0.015585354
77,0,52,0,51,4.078630639,16.60542825,4.127893747,8.126024545,-0.039877965,5055.418381,22,5.851184007,3.699299791,321.0129903,2.123637486,4.085642224,1.763700998,0.171021649,-0.011649509,4.093431704,34.65346535,1.0525125,77.88980131,1.139074013,4.450880339,20.17111565,0.076470714,2.447452307,6,0.000172517,0.932331429,1.097522742,5.685622789,6.0089507,1.482775298,6.860214691,1.6316123,300.9688647,1.59183888,0.030194496,32,0.636363636,0.027369976,0.253266191,-0.061482819,2.691814165,44.68290531,0.010378226,0.197630186,6.535120871,888.7153877,13.84448558,20.15738518,11.91339564,1.599367374,7.488645345,-0.052136585,0.807027475,3.731288615,17.93611389,0.777737624,0.127787674,0.157416407,5.6422519,0.024703107,25.57849029,-0.008949718,2.065992584,0.593629477,5.88576826,41.79573421,8.637816634,0.201540399,8.685622789,837.0478455,3.767164952,0.718016581,106.5964097,0.683122689,1.347742712,0.958514091,47.14470281,1.569873639,-0.082836394,0.110639053,0.380720921,0,21,1.181766884,7.649904505,-0.016768592
78,0,51,0,47,4.045918929,16.60509461,3.924824236,7.157127063,-0.080255275,3070.309221,14,6.049605867,3.528724288,290.4980093,2.06599232,3.827863189,0.912545024,0.17888022,-0.023195439,4.111085763,33.33333333,0.373637809,56.44843145,1.200353259,4.09848102,20.33599149,0.050651128,2.0224199,4,0.002197574,0.848638673,0.8289676,5.686644594,5.939557457,1.460221913,6.426092231,1.692943946,240.1065827,1.255945391,0.037241531,22,0.851851852,0.027924837,0.254369004,0.0106962,2.678084272,31.11596365,0.00748063,0.201162973,6.390316864,740.2785743,13.84302102,20.2729058,10.33004844,1.599367374,6.769634406,-0.100055689,0.290244136,3.473421531,18.04060217,0.784023457,0.159210872,0.159815579,5.596044741,0.02574154,24.33327868,-0.026506909,2.005283414,0.592963364,5.669019371,36.38503935,8.560444233,0.199720676,8.686644594,688.9742676,4.267448968,0.808407443,49.2975055,0.792105044,1.438408602,0.720012542,47.14470281,1.463338678,-0.013794853,0.123474921,0.385061437,0,14,1.128168451,7.649904505,-0.023532926
79,1,1.56,1,6.2,4.047741017,16.60526,4.066368056,8.125310517,-0.047267958,3706.325208,13,5.950337407,3.52873557,320.9731351,2.065992787,3.930767258,1.095028311,0.17110389,0.242561082,4.061542161,29.41176471,0.60911103,149.394686,1.13789932,4.098637917,20.64098125,0.034520729,-3.701432854,4,0.003709537,0.627931853,1.65344375,5.687019709,5.871180143,1.453933658,7.54063909,1.692103837,193.4640901,1.422077602,-0.040000863,20,0.666666667,0.033070048,0.25180379,0.010249894,2.691787904,20.94335296,0.009034422,0.206765791,6.928626436,810.9050849,13.84374197,20.5303654,11.2886507,1.968132815,7.140382141,-0.111229126,0.45905353,3.745989802,18.29978574,0.760631765,0.373327831,0.159338034,5.550062516,0.035192523,80.25935135,0.05635666,2.024064886,0.610055916,5.778220101,36.30369444,8.686260633,0.193742445,8.687019709,758.0190314,4.291123975,0.845751537,34.12505544,0.772827678,1.733189513,0.839422216,136.9053824,0.443451136,-0.002931283,0.115203103,0.374938243,0,14,1.128679014,8.509115712,-0.029016733
80,1,6.2,1,25,6.882042127,16.61794284,3.942133016,7.15789724,-0.083347876,3080.311294,12,6.00618866,3.699089953,290.1493044,2.065992185,3.836465159,0.931235841,0.180367799,-0.017515915,4.297039438,31.64556962,0.408413449,53.2628565,1.266056676,4.098464522,20.345671,0.039910934,2.981356467,4,0.002324962,0.831498382,0.724647351,5.686902768,5.944132854,1.434704814,6.214674235,1.886960386,279.0011274,1.159509649,0.032181538,20,0.722222222,0.030520496,0.254567571,-0.042206352,2.677444306,30.24215811,0.007562717,0.218741507,6.394566283,758.8384268,13.87215104,20.24512637,9.812569831,1.894511586,6.7711884,-0.098226922,0.297592089,3.468485957,18.05102334,0.812791139,0.159210872,0.159246734,5.599044919,0.028411131,21.36987181,-0.02755777,2.003607978,0.598518919,5.6438125,37.35244923,8.568076402,0.200321238,8.686902768,705.5105984,4.255831012,0.810660657,94.52482524,0.789975589,1.495261546,0.745124643,47.14470281,1.517500954,-0.028242572,0.1236961,0.381816272,0,14,1.12814543,7.649904505,-0.046085188
81,1,12.5,1,12.5,4.04618287,16.60507606,4.018642076,7.162363548,-0.132852167,3121.424821,13,6.020925642,3.528724281,288.2358734,2.065993146,3.842443819,1.034767612,0.181349806,-0.04152984,4.087676475,36.47058824,0.444405147,53.2628565,1.219638866,4.098505721,20.26330749,0.041728506,2.836229145,4,0.002303231,0.896132296,0.656355084,5.702506547,5.953073069,1.464880861,6.256346968,1.687728243,223.6958437,1.045821948,0.125343595,21,0.666666667,0.024997497,0.254863288,0.05009046,2.677629644,42.7964143,0.00799471,0.208888793,6.400353813,745.7972494,13.84291373,20.17648511,11.10157444,1.599367374,6.776415546,-0.184930651,0.388465294,3.593866095,17.98870931,0.765043529,0.178256278,0.156822597,5.604344754,0.027787548,23.73894672,-0.039249528,2.020250214,0.596891534,5.731004122,36.32774079,8.575650761,0.201192255,8.702506547,694.3451019,4.148500998,0.819412125,51.28316965,0.781590937,1.495261546,0.753520973,82.4580088,1.553999679,0.063868636,0.123988146,0.387636871,0,14,1.137386174,7.649904505,0.063463331
82,1,26,1,26,3.879094436,16.60384921,3.734883334,3.74782201,-0.00616243,1286.304762,0,4.356370399,2.918856369,89.45893843,2.000943527,3.705790065,1.357608334,0.691131677,-0.271731333,4.33995379,33.33333333,1.035947024,5.513495107,1.517379725,3.333511936,4.653519331,0.112594541,1.082686235,0,0.010029397,1.038767631,0.476446771,5.630167091,0,1.507626356,5.095794735,1.896141758,94.76247473,1.404178145,0.116219731,12,0.5,0.025400729,0.252631881,0.037186359,1.679759523,20.55622948,0.009230083,0.199809205,6.036287952,501.0156379,13.83895005,4.958210871,7.175638791,1.180161553,4.757051317,-0.070774113,1.035947024,2.50115459,6.993821163,0.826302381,0.130901699,0.145059817,0,0.026204687,12.51346786,-0.029178608,1.954917715,0.597271181,5.124332127,26.21161559,8.446985296,0.198788049,8.630167091,451.5394186,3.296148375,1.704953393,21.67648731,0.680304802,1.454024913,0.770554662,0,1.552772634,0.028260373,0.143016261,0.427631146,4.352752816,0,1.062930719,7.649904505,-0.035718761
83,1,12.6,1,6.3,3.925747382,16.60401538,3.911238454,5.028887388,-0.018862371,1882.518074,0,5.026636532,3.003669051,116.1670818,2.010590034,3.706867182,1.548336645,0.495315365,-0.218413942,4.218104146,36.36363636,0.965807554,11.82338395,1.403479656,3.333511936,4.917028055,0.130903279,1.087984589,0,0.002079769,1.058183564,0.901563357,5.632310472,0,1.496959613,6.230738501,1.78565931,145.3292871,1.318511335,0.076945641,16,0.657142857,0.027440699,0.255171104,-0.001160135,2.161437305,27.46990593,0.006765291,0.199860481,6.165332184,571.6199478,13.83971802,5.226604892,8.491800699,1.180161553,5.593950683,-0.089279132,0.754723182,2.962869154,7.323002301,0.799798182,0.139009931,0.14734027,0,0.023901942,17.52686966,-0.06127191,2.000943527,0.589412492,5.371798285,28.73104851,8.480736654,0.202784685,8.632310472,521.859611,3.362528017,1.525727453,51.43759229,0.673468924,1.375234213,1.00507874,0,1.593464244,-0.010564636,0.12004817,0.406886154,4.858931394,0,1.08934325,7.649904505,0.007263001
84,1,5.9,1,0.7,3.960982971,16.60409632,3.961389983,5.901460843,-0.085638235,2140.113492,0,5.034774414,3.032411892,128.4700997,2.053871457,3.895152324,1.528336524,0.43260789,-0.105010986,4.143253818,40.625,1.156860938,21.3801088,1.39235435,3.505373631,5.803536888,0.12663991,1.093514042,0,0.002648133,1.049331164,0.780197206,5.632312822,0,1.515691929,6.523702164,1.749158832,152.9328823,1.372367389,0.039278093,20,0.631578947,0.028416076,0.254552674,0.010394371,2.161437305,47.51723401,0.006273792,0.212017488,6.413870869,599.212359,13.84004929,6.11820885,9.875071993,1.180161553,5.670634302,-0.071326582,0.965225586,3.161227328,7.85682999,0.769892188,0.129311564,0.147739188,0,0.029509314,21.52309306,-0.002319074,2.000943527,0.599678173,5.55371585,29.9552473,8.519390775,0.203408381,8.632312822,549.3967015,3.614985481,1.516512941,127.2921589,0.694040461,1.583718362,0.956408645,0,1.607214244,0.000383489,0.115013344,0.40969358,5.295596877,0,1.08934325,7.649904505,0.003003822
85,1,7.3,1,7,3.992356326,16.60394006,3.78554816,5.272591784,0.038007732,1679.203175,0,4.42511855,3.003669051,85.40179559,2.09016987,3.823614821,1.341353409,0.655267025,-0.233338339,4.355559698,31.81818182,1.034313068,17.39814012,1.451091486,3.524116102,4.720907688,0.115590656,0,0,0.011748116,1.05245786,0.497889545,5.641202492,0,1.527521561,5.181788045,1.867488334,101.1336246,1.35822265,0.071500919,14,0.5,0.027010955,0.249567691,0.045145302,1.874441446,20.54041018,0.010578671,0.196499729,6.085758786,525.3309018,13.83930342,5.054112035,7.112091065,1.180161553,4.747645357,-0.032240817,1.034313068,2.698239287,7.120182124,0.834197727,0.119681554,0.14282403,0,0.0278856,13.14495319,-0.024833874,1.954917715,0.604992785,5.201806497,27.51082853,8.480736654,0.198097422,8.641202492,475.790264,3.322179346,1.575717963,19.44353986,0.683797194,1.481187902,0.565530199,0,1.5869393,0.052840656,0.136656765,0.429887263,4.242640687,0,1.062930719,7.649904505,-0.045659696
86,1,3,1,3,3.994338403,16.60410622,3.959385434,5.905999627,0.018196512,2347.232143,0,5.069560628,3.003669051,110.9022628,2.09016987,3.898071076,1.564441461,0.485416954,-0.187337433,4.238100809,35.0877193,0.967007289,23.70802896,1.357470629,3.524116102,4.948715521,0.132285113,0,0,0.00654388,1.071805221,0.916354003,5.643281508,0,1.513907888,6.269976199,1.768383887,151.700437,1.459957052,0.039274081,19,0.648648649,0.027267116,0.252450461,-0.003378426,2.463693207,27.24274652,0.007672604,0.19717435,6.246416373,598.3404873,13.84007114,5.285922755,8.440806784,1.180161553,5.706529663,-0.051750954,0.763329386,2.992844437,7.389327235,0.806822807,0.129311564,0.14519583,0,0.025389317,17.8799287,-0.057408627,2.010563051,0.596098046,5.432794698,30.03026145,8.513385953,0.201907919,8.643281508,548.5038661,3.358321749,1.422377388,52.38713301,0.671398134,1.400909287,0.961381618,0,1.62763091,-0.013312335,0.113805555,0.409836789,4.673147083,0,1.171231129,7.649904505,-0.002495495
87,1,22.8,1,0.7,3.998350437,16.60418716,4.008981743,6.007439118,-0.051052047,2632.073016,0,5.078114763,3.067407778,122.6847697,2.09016987,4.078163672,1.527181629,0.427488236,-0.077747304,4.165793248,39.39393939,1.152107576,33.26475381,1.350071476,3.524116102,5.78902772,0.127954012,0,0,0.006607829,1.060231799,0.797014572,5.643283742,0,1.530304783,6.553753624,1.734991592,159.3040322,1.495959698,0.004438951,23,0.65,0.028157051,0.252031248,0.008862757,2.463693207,47.00109365,0.007071258,0.208924967,6.423379201,626.7547226,13.8404023,6.143574289,9.848767389,1.180161553,5.855458942,-0.036751875,0.966279356,3.163066359,7.879464544,0.776865152,0.120878201,0.145696887,0,0.030604767,21.65389584,0.000683041,2.05385657,0.605349026,5.604821201,31.25446024,8.550821372,0.202534697,8.643283742,576.8595801,3.625888374,1.409409071,128.9270396,0.694123392,1.583843928,0.947960257,0,1.64138091,-0.001225723,0.109422509,0.412282546,4.994787757,0,1.241664703,7.649904505,-0.006381183
88,1,0.7,1,0.7,4.056712438,16.60426454,3.995635396,6.127204292,0.007762677,2889.164935,0,4.726409766,3.078100413,127.1145834,2.123637486,3.911175555,2.172180469,0.395846516,-0.198191619,4.211539736,34.375,1.547180469,30.14043992,1.290863339,4.450880339,9.059786961,0.14318832,1.794143571,0,0.005021567,1.059902739,0.899664901,5.642380797,0,1.524538235,6.458575176,1.72294745,189.6859042,1.47151753,0.083870817,23,0.452380952,0.028915344,0.251632985,-0.063996394,2.599784539,30.70263669,0.002204482,0.192615206,6.509928738,646.1910133,13.84075687,9.402377851,8.779238931,1.180161553,5.625993463,-0.019167069,1.273590234,3.266854036,10.24653193,0.808598438,0.085486824,0.147350316,0,0.024815274,19.06495932,-0.015452557,1.999806648,0.596423418,5.498376094,32.38849292,8.545002892,0.201259383,8.642380797,596.4077145,3.063307236,1.263365728,80.52238573,0.585368798,1.369531504,0,0,1.660871651,-0.08572605,0.12713157,0.405221659,8.009039125,4,1.119740567,7.649904505,-0.028878465
89,1,1.2,1,1.2,4.058796891,16.60443068,4.157703015,7.336932744,-0.006196337,3785.993992,0,5.1984143,3.190806059,152.6150506,2.123637486,3.911175555,2.328726801,0.349380309,-0.162492467,4.146849141,36.36363636,1.504262147,36.45032876,1.24272524,4.450880339,9.056693616,0.147714711,1.790777821,0,0.002009073,1.078772015,1.242395709,5.644450765,0,1.514561312,6.890443932,1.668770107,240.2527165,1.544539362,0.055389737,29,0.551020408,0.028705096,0.253282168,-0.061083684,2.600091499,44.02936543,0.003204873,0.193679546,6.509928738,730.7140678,13.84152357,9.382950278,10.07106057,1.180161553,6.206647537,-0.038700151,1.06837224,3.500182721,10.27392468,0.792655844,0.097550829,0.148745418,0,0.023368944,22.44068048,-0.038127096,2.010813699,0.590931178,5.674980442,34.90792584,8.575650761,0.203532917,8.644450765,680.5885405,3.099970364,1.194041346,118.9847228,0.580718308,1.317465675,0.256099782,0,1.701563261,-0.080746671,0.089510302,0.393605163,7.895748363,4,1.171975886,7.649904505,0.008362594
90,1,9.3,1,4.7,4.061117233,16.60451161,4.205878145,8.039144107,-0.060642793,4164.336164,0,5.266096877,3.237344701,164.3975576,2.123637486,4.078572713,2.132121076,0.325801698,-0.068647259,4.097877075,39.53488372,1.506382268,46.00705362,1.242789825,4.450880339,9.250020727,0.140300995,1.793776727,0,0.002104763,1.068350882,1.120214444,5.644452985,0,1.527152781,7.052934382,1.648837049,247.8563118,1.543340735,0.022624893,33,0.557692308,0.029323671,0.252828979,-0.03913241,2.891857955,59.49398651,0.003782772,0.202920106,6.509928738,763.2264393,13.84185429,9.596240136,11.44869316,1.180161553,6.499083777,-0.028537544,1.160167878,3.620215046,10.39915793,0.771147674,0.092673288,0.148966292,0,0.027497388,25.48910393,0.015249876,2.053878532,0.598345405,5.812422291,36.13212463,8.610865667,0.203872386,8.644452985,713.0289398,3.43225829,1.193862703,190.9360903,0.622807422,1.489855341,0.267406558,0,1.715313261,-0.056368205,0.094148636,0.396422954,7.605225359,4,1.287753676,7.649904505,0.002176116
91,1,1.6,1,1.6,3.963156453,16.60518275,3.790598875,8.104141869,-0.067879371,4132.05148,24,6.100348128,3.683525046,579.7137227,2.027847513,3.730948735,1.531466504,0.127044224,-0.010326764,3.932554375,41.22807018,0.868592544,16.8467906,1.185038248,3.732449686,17.00369725,-0.023040031,-0.107094799,1,0.009352346,0.946342675,0.496602221,5.708075366,0,1.463653255,6.858804804,1.593093444,243.2809488,1.847082412,0.032488738,39,0.731343284,0.02163499,0.261148992,-0.029213033,2.671512864,75.2908149,0.004147137,0.217935012,6.052738614,807.8928693,13.84354219,17.0280351,13.98719061,1.602715367,7.669325614,-0.039976352,0.732541886,3.646578115,15.89265045,0.721147368,0.330320179,0.164559652,0,0.023582597,33.68930295,0.023596198,2.015299278,0.582139627,6.098503223,40.13442192,8.6395878,0.207317615,8.708075366,757.4319534,4.067742409,0.817536019,85.443643,0.73288668,1.415578327,0.556376556,100.5797081,1.577739466,-0.038148956,0.111233736,0.365804476,12.60753177,16,1.206979627,7.649904505,-0.075738081
