sample num,Active/Inactive 1,aureus MRSA43300 (target),Active/Inactive 2,aureus ATCC25923 (target),'SpMax2_Bh(m)','SM6_B(m)','VE1_A','SM02_AEA(ri)','MATS4i','H_D/Dt','CATS3D_13_AL','IC4','SpMax8_Bh(m)','D/Dtr05','SpMin1_Bh(p)','SM13_AEA(ri)','CIC2','Chi_Dz(Z)','MATS2i','AVS_B(m)','H%','CIC3','P_VSA_LogP_5','BLI','VE1_B(m)','DP16','MATS3s','SdssC','CATS3D_09_AA','VE2sign_Dt','GATS5i','GATS6p','SpMax_EA(bo)','MaxssO','SpMAD_EA(ri)','ATS8s','SpPosA_B(m)','P_VSA_ppp_L','PBF','MATS3i','CATS3D_06_AL','rGes','JGI5','ChiA_B(i)','MATS8m','Eig05_EA(ri)','ATSC2m','VE2sign_Dz(i)','Eta_L_A','Eig05_AEA(ed)','H_Dz(m)','SM5_B(m)','SP16','ATSC1p','SM1_Dz(m)','VE1_Dz(i)','MATS4m','CIC4','Eig06_AEA(ri)','DP11','Mp','SpMAD_EA(dm)','X3A','minssO','Eta_B_A','ATSC1s','MATS6m','SpMin2_Bh(p)','PW2','ATS4i','X3sol','SM05_EA','ChiA_B(s)','SpDiam_EA(bo)','H_Dz(Z)','IC1','J_D','ATSC7m','BIC2','IVDE','VE1sign_Dz(Z)','P_VSA_MR_2','mindsCH','MATS8p','VE2_D/Dt','PW3','SHED_DL','CATS3D_11_AL','SpMin3_Bh(s)','SpMax2_Bh(s)','MATS3p'
92,0,43,0,41,3.803155212,16.6041826,3.743841049,2.984535122,-0.034662424,1276.233333,0,4.28418372,2.911551183,68.28788989,2.013169715,3.316320401,1.27548875,0.839973617,0.059267437,4.366854747,37.5,1.037744375,0,1.633151029,4.143222495,2.504294427,0.086807144,1.368976862,0,0.017798242,0.820031145,0.144507061,5.70804467,0,1.494866999,4.007333185,1.966125924,97.20930491,1.398161284,-0.021303511,8,0.56,0.025433333,0.252373078,0.068614935,1.445654268,22.71623684,0,0.212840576,5.291983433,475.4264847,13.83891141,2.754254672,7.379733999,1.135297739,3.60707756,-0.039429009,1.037744375,2.412030908,5.441814381,0.81151,0.266390384,0.135648815,0,0.028448089,18.41222007,0.034782063,1.916987127,0.594419913,5.327536031,25.47067571,8.513385953,0.199411693,8.606195858,425.1280476,3.50869497,2.038038759,22.78090837,0.693728038,1.659721832,0.166802154,0,1.593715566,0.033747354,0.137988633,0.446000426,0,0,1.022137779,7.649904505,-0.144993047
93,1,12.5,1,12.5,3.924825157,16.60420861,3.988480532,4.721515558,-0.009492444,1500.548413,0,3.88841889,3.003669051,54.5983665,2.055794804,3.71149091,2.283677017,0.481717755,0.116940705,4.084973372,46.77419355,2.06577742,6.371149901,1.530485221,4.083330247,6.249263604,0.131012179,3.197579365,0,0.006979072,0.922737288,0.883975501,5.660620963,0,1.549085943,6.499537686,1.78553314,126.8813289,1.117255731,-0.054479832,16,0.454545455,0.035405093,0.255020603,-0.000593059,2.1430463,54.9762004,0.007144902,0.266570453,6.928626436,541.1587525,13.83949148,6.483444601,9.919068785,1.135297739,5.0626774,-0.036558724,2.06577742,3.140734788,8.23711567,0.738551613,0.088888889,0.147576352,0,0.042536797,24.26516015,0.016974254,1.97286608,0.621133412,5.68960044,27.26248981,8.569975377,0.203203834,8.609336568,490.684781,3.21803949,1.904795584,220.7498515,0.582272677,1.908522047,0,0,1.55926002,-0.05721551,0.121217684,0.401483767,0,0,1.234319945,7.649904505,-0.037251588
94,0,44,0,48,3.902810829,16.60423543,3.927440803,3.869481888,-0.104171374,1371.254762,0,4.470573096,3.003669051,50.3932383,2.016238626,3.595472307,1.295898864,0.553026559,-0.012771647,4.234444368,29.54545455,0.988858523,6.371149901,1.431289812,3.911276813,5.981088987,0.040025031,-3.084450743,0,0.010046684,0.806605478,0.795688219,5.660596013,0,1.517524375,6.761960425,1.867364293,73.93010335,1.057772276,0.070279051,10,0.516129032,0.03310049,0.252935717,0.04137306,2.084257738,22.99566252,0.003245142,0.209422361,5.92109345,533.3799528,13.83960935,6.210278385,7.741908975,1.413350033,4.969184498,-0.119641971,0.988858523,3.038189549,7.98143206,0.807204545,0.2631368,0.148758277,0,0.032419252,38.5698072,0.036544126,1.892405161,0.602911605,5.15474666,26.77973961,8.466110401,0.191571902,8.610082747,482.9375172,3.525947577,1.899015481,54.06230673,0.696559774,1.68052604,0,135.6565404,1.122751795,0.029999277,0.124363089,0.413622747,6.613805215,0,0.878943006,7.649904505,-0.033473067
95,1,0.8,1,0.8,3.906893921,16.60419528,3.959045732,3.982495394,-0.079757222,1612.96746,0,4.218192225,3.03987837,59.66796357,2.043579497,3.498272945,2.030895455,0.432527928,0.008730742,4.024774893,46.96969697,1.826201894,6.248627788,1.532082192,3.919586237,6.948070256,0.191650161,2.992878664,2,0.005381906,0.976116714,0.588844263,5.660548397,0,1.443099373,6.268255779,1.749499246,102.8597705,1.063827611,0.276659775,10,0.457142857,0.031078216,0.265172536,-0.198965179,2.084941641,58.28261136,0,0.265347841,6.121974539,558.9054063,13.83949136,7.218205122,10.16633659,1.223098732,4.311269553,-0.07921804,1.826201894,3.087711619,8.663972253,0.724266667,0.168421053,0.152345738,0,0.024370789,24.67164751,0.030553761,1.957288401,0.581898578,5.506909282,28.32496444,8.474494437,0.211018547,8.608960948,508.4028252,3.294214427,1.852687978,129.0940457,0.629564524,1.608155603,0,141.253224,1.560513878,-0.270200298,0.118039874,0.419861955,0,0,1.142278387,7.649904505,0.06683741
96,1,25,1,12.5,3.876552402,16.60412899,3.888948605,3.861779896,-0.096910932,1246.85,0,4.327484782,3.003669051,46.18811009,2.005752816,3.407872089,1.489767935,0.632710824,0.06966371,4.221811078,36.95652174,1.196077174,0,1.508490705,3.631975905,5.328929935,0.094982505,1.778844482,2,0.013382223,0.903033061,0.411264875,5.660503196,5.317327937,1.454861537,5.70821862,1.869213344,67.55895345,1.136821158,0.118877666,4,0.517241379,0.031480035,0.258340828,0.0293558,2.021115247,23.59966957,0.000644473,0.224121615,5.672097746,513.6184832,13.83915274,5.623455791,8.09493267,1.283957049,4.847142888,-0.111028654,1.196077174,2.845491657,7.470187952,0.785452174,0.2075,0.148760557,5.317327937,0.02587429,11.68815102,0.007507194,1.881676807,0.588990894,5.1466175,26.18490483,8.440528106,0.198731903,8.607861343,463.2081967,3.423929938,1.912421242,99.60188455,0.674854461,1.573114618,0,0,1.475354833,-0.006053106,0.126811963,0.422667648,0,0,0.863463774,7.649904505,-0.014344813
97,1,3.1,1,3.1,6.879845472,16.6104863,3.908019257,3.096445797,-0.097652597,1143.655952,0,4.832923346,2.932184699,41.32061093,2.004978833,3.351495037,1.225967378,0.771650993,-0.095095229,4.485737825,34.14634146,0.622189634,0,1.67074887,3.483466886,3.094585789,0.12081042,1.700548627,0,0.017326389,0.87732486,0.193610306,5.665701181,0,1.465006615,4.465908119,2.103243228,132.465542,1.231788205,0.173768036,8,0.740740741,0.023545752,0.25756505,0.031364475,1.769153734,45.02804583,0.004267865,0.25421815,5.676787186,505.2417043,13.85363525,3.374114641,7.068453825,1.376698467,4.467679712,-0.058367044,0.524628659,2.327181807,5.846265983,0.849090244,0.179059507,0.143801434,0,0.024643308,11.71257856,0.014892494,1.87948952,0.586724387,5.076504357,25.79524518,8.431853144,0.201429886,8.607754097,453.8532243,3.228668773,2.009312184,71.78345957,0.705291572,1.513784724,0.301430425,0,1.534133178,0.075264737,0.129925997,0.431804978,0,0,0.903111908,7.649904505,0.001835871
98,1,0.4,1,0.6,4.055835075,16.6044428,4.05100796,5.841081144,-0.048778922,2464.630753,0,4.648394346,3.003669051,54.12833571,2.123637486,3.911175555,1.89248125,0.41738261,-0.034877405,4.216566259,35,1.442155417,24.62694481,1.329544861,4.450880339,8.549232054,0.156417535,1.817171832,0,0.009335795,0.980701796,0.626701978,5.644499176,0,1.517871592,6.2810926,1.745171695,181.4348779,1.021857896,0.072834593,18,0.461538462,0.026584467,0.253223388,-0.064717413,2.237856565,24.56750757,0,0.203934894,6.509928738,618.6877948,13.84055828,8.883907096,8.455096512,1.135297739,4.440176098,-0.056192986,1.25849625,3.164315058,9.872223782,0.81241,0.071111111,0.147144261,0,0.023655589,17.29449605,0.012825123,2.000424928,0.591630592,5.414980086,30.82941723,8.515391569,0.201768117,8.644499176,567.9572271,3.060757414,1.366691711,80.43040447,0.623070705,1.366229518,0,0,1.564757706,-0.084381384,0.1131176,0.407185909,0,4,1.120799252,7.649904505,-0.022937695
99,1,0.4,1,0.6,4.005123766,16.60418337,3.919603179,4.58806454,-0.029369399,1524.57381,0,4.403989446,2.962832188,37.07821531,2.089830127,3.616285747,1.083566072,0.696649237,-0.030369077,4.326572624,30.95238095,0.988327976,11.88464501,1.460819937,3.698543169,3.79479612,0.05767512,-0.22425653,2,0.015378218,0.928000239,0.485115794,5.64430266,0,1.511198946,5.359727562,1.89257342,73.93010335,1.113031586,0.046014789,7,0.517241379,0.034043651,0.25040377,0.042980679,2.007616638,22.28939094,0.007353608,0.213477643,6.131002997,523.7851156,13.83937762,4.135006146,7.4900725,1.283957049,4.892335078,-0.076857096,0.988327976,2.825651267,6.395651058,0.824,0.096969697,0.143256122,0,0.030880251,25.10257834,-0.023455006,1.865108624,0.607381699,5.148865132,26.92469357,8.478660242,0.19415082,8.64430266,473.2127507,3.640804975,1.786498529,21.06702187,0.726511917,1.635845326,0.83516005,85.36668632,1.293469388,0.077892155,0.115361886,0.434956524,6.613805215,0,0.848971203,7.649904505,-0.037877864
100,1,0.4,1,0.6,3.872708376,16.60411838,3.844836777,3.023497472,-0.099545833,1118.23254,0,4.88418372,2.916551827,42.23706114,2.002091437,3.337658709,1.179031486,0.719980234,-0.048215538,4.330600845,32.5,0.537744375,3.185574951,1.549381418,3.591380431,5.298034645,0.110937908,1.476719157,0,0.016783704,0.851998421,0.275525446,5.660160474,0,1.489868084,5.286582785,1.918554542,120.5725959,1.233296253,0.10806385,8,0.777777778,0.027024482,0.253752173,0.065043711,1.939380927,21.55794953,0.000967569,0.213802561,5.653415293,495.7842196,13.83909497,5.580989077,6.959280681,1.135297739,4.444776551,-0.114823377,0.437744375,2.435489429,7.199003356,0.842475,0.106666667,0.146698626,0,0.025266892,13.42003613,0.013124948,1.875947353,0.589409973,5.040965224,25.41872237,8.427487278,0.19706207,8.607505166,445.4166714,3.217407858,1.929341867,37.86069285,0.704257691,1.513784724,0.853769181,0,1.479207819,0.048121319,0.131903588,0.42762916,0,0,0.866379815,7.649904505,-0.040784971
101,1,0.4,1,0.6,3.922051079,16.60428386,3.988480532,4.721515558,-0.026829454,1500.548413,0,4.254441846,3.003669051,54.5983665,2.023116538,3.71149091,1.512030114,0.497863758,0.302553442,4.190791554,25,1.204989773,96.13182953,1.374976339,3.956351376,6.050118025,0.062312019,-3.804920635,0,0.006979072,0.553191563,1.159721359,5.660620963,0,1.473061204,7.288130656,1.876063047,73.93010335,1.097643948,-0.009009164,6,0.454545455,0.035405093,0.249678389,0.036308119,2.085940876,30.4122267,0.003954797,0.221691395,6.928626436,552.7440559,13.83981857,6.266921256,7.909967026,1.671379314,5.085663131,-0.129219893,1.204989773,3.139906496,8.111995123,0.791972727,0.513919485,0.147576352,0,0.042536797,99.53279239,0.076760841,1.900643531,0.621133412,5.236720498,25.33737746,8.569975377,0.186676069,8.609336568,500.8744164,3.309816327,1.904795584,34.36883162,0.665583599,1.908522047,0,89.76067963,0.45867158,0.044789862,0.121217684,0.401483767,0,0,0.892211309,8.509115714,-0.03478147
102,1,0.4,1,0.6,3.880524764,16.6040964,3.862485506,3.858895335,-0.084790048,1127.334127,0,4.254441846,2.897529472,41.98298189,2.02063664,3.376524858,1.512030114,0.726635224,0.017193811,4.283782269,38.63636364,1.204989773,6.371149901,1.586582265,3.565752153,4.033239406,0.116666003,3.027244898,0,0.016806235,0.803798268,1.14540975,5.660476255,0,1.503169266,5.518791759,1.907633392,91.58051187,1.188960232,0.048756499,10,0.518518519,0.03149537,0.254421173,0.022555418,2.037091504,20.91074832,0.003323172,0.229817528,5.656948209,493.9499117,13.83898362,4.318510023,7.737723134,1.135297739,4.626999539,-0.087852043,1.204989773,2.806981285,6.470663128,0.800495455,0.106666667,0.145718567,0,0.030606075,13.65219775,-0.123149664,1.89711806,0.600521084,5.187683589,25.33737746,8.436200032,0.199982806,8.606621369,443.5774769,3.309816327,1.953889766,21.19842212,0.665583599,1.622884027,0,0,1.53582252,0.046755336,0.127760525,0.421138829,0,0,0.962170096,7.649904505,-0.037748321
103,1,0.4,1,0.6,6.881996675,16.61697895,3.862485506,3.858895335,-0.107949966,1127.334127,0,4.260828171,3.003669051,41.98298189,1.976413561,3.376524858,1.342619737,0.763814415,-0.039856829,4.702508195,28.94736842,0.987099342,0,1.682978366,3.421304443,4.598606641,0.094920718,2.467882653,0,0.016806235,0.828857154,0.190203299,5.660476255,0,1.4372045,4.379944468,2.306663724,159.4671406,1.186140635,0.101906722,4,0.518518519,0.03149537,0.254176859,-0.093035822,1.67532259,71.47274224,0.00356333,0.24895963,5.656948209,513.764973,13.86833773,4.908325735,6.28831401,1.571008886,4.626976939,-0.128078568,0.987099342,2.722351111,6.821550764,0.905357895,0.106666667,0.145718567,0,0.030606075,11.02112524,0.00745711,1.862517031,0.600521084,4.993195914,26.38613225,8.436200032,0.198297007,8.606621369,461.392258,3.167051255,1.953889766,109.9739987,0.675499877,1.622884027,0,0,1.51238502,0.006441101,0.127760525,0.421138829,0,0,0.865541962,7.649904505,-0.08125579
104,1,12.5,1,12.5,4.028895333,16.60422676,4.027797971,5.913135062,-0.012795278,1708.145238,0,4.344106545,3.003669051,40.274186,2.113396897,3.856637169,1.664025481,0.63327915,0.112675837,4.236135681,40.38461538,1.587102404,24.62694481,1.496154776,3.906071057,4.645027323,0.149583473,3.733366297,0,0.012494548,1.078659908,0.947154637,5.646287551,0,1.541141062,5.837733363,1.833919699,103.0207253,1.063903119,-0.020527568,16,0.516129032,0.038872354,0.251174527,0.020615192,2.116989256,34.09466892,0.006050446,0.234266317,6.340272285,542.1310183,13.83954656,5.028239734,8.506555335,1.135297739,5.041335182,-0.020750129,1.356333173,2.903089777,6.999568712,0.78355,0.091428571,0.14540928,0,0.034650325,17.96653749,-0.083504425,1.910410829,0.613664293,5.394264233,27.91734815,8.507344855,0.200025655,8.646287551,491.4636363,3.564696448,1.814131652,23.93119705,0.656354507,1.705009786,0,0,1.572859557,0.022719977,0.111355247,0.4367575,0,0,1.039182229,7.649904505,-0.03917004
105,0,50,0,50,3.876933486,16.60409883,3.943789124,3.177142849,-0.171726031,1156.902381,0,4.254441846,2.930692019,41.03636184,2.019493692,3.486462561,1.568626137,0.777592212,-0.072754641,4.283782269,38.63636364,1.204989773,0,1.588595486,3.567817762,2.072908101,0.106342135,2.325916688,0,0.017443945,0.901438966,0.16013845,5.671148775,0,1.498852258,4.65396035,1.907904308,104.1618569,1.269183501,0.252507531,8,0.481481481,0.022365196,0.254790851,0.109244046,2.022968686,20.64156531,0.006775531,0.229254201,5.701317368,498.7279541,13.83898616,2.362571063,7.737723134,1.135297739,4.501658722,-0.200708462,1.204989773,2.40354259,5.260155021,0.800495455,0.13266457,0.141901585,0,0.029358908,13.65219775,-0.004745655,1.90196125,0.597266314,5.154144352,25.36142381,8.444837529,0.200093718,8.614280403,448.2621611,3.253220305,2.038814805,28.18794439,0.656040769,1.622884027,0,70.62661198,1.548883745,0.146838355,0.122805887,0.432780027,0,0,0.929534363,7.649904505,0.064345002
106,1,0.25,0,0.25,4.088041095,16.60479286,3.966605721,6.623112017,-0.001621326,2261.823377,0,5.07780829,3.292669288,199.2545507,2.088262251,3.755015003,1.970031296,0.375141203,-0.02936633,4.177753142,36.23188406,1.285928347,16.18164528,1.305007452,4.411258214,8.111508535,0.142691575,1.002463474,0,0.015272524,0.992754771,0.758549569,5.700781466,0,1.491975946,6.660720757,1.74484674,238.2303184,1.556444523,0.010641406,23,0.590909091,0.018821759,0.254484892,-0.060582547,2.278413609,28.42580589,6.21E-05,0.195629496,6.399642036,684.3768923,13.84163638,8.385079322,9.2666976,1.365096261,6.30946876,-0.071550985,1.030716166,3.278413609,9.480511953,0.799,0.176159364,0.147538101,0,0.023651983,18.9934593,0.002249808,1.998886405,0.588387938,5.592433738,32.87249744,8.592486175,0.202028385,8.700781466,632.9350991,3.008108534,1.366217562,155.0636426,0.625649992,1.463403919,0.704454409,0,1.56735602,-0.048557253,0.144429773,0.408055503,0,2,1.076699522,7.649904505,-0.037174675
107,0,50,1,50,3.848303952,16.60418688,3.706632738,3.089839334,0.009236377,972.0642857,0,4.406821129,2.844797896,96.75419842,1.998886405,3.135816438,1.276267628,0.889590143,0.132118838,4.381224851,35.8974359,0.87858109,3.124313894,1.608007159,3.346157227,2.427692082,0.116839092,1.118421307,0,0.023371754,0.99236249,0.152941844,5.700676229,0,1.495661743,4.248495242,1.969022897,56.85748484,1.506638551,0.017809457,6,0.52,0.025030864,0.251431911,0.079713987,1.497663987,23.45969368,0.00483021,0.198815849,5.628381143,487.0129937,13.83895238,2.689651997,7.285194157,1.180161553,4.339593463,-0.085341294,0.87858109,2.43138875,5.421793692,0.812941026,0.196683271,0.143803832,0,0.028808435,10.17036202,0.01365014,1.851718382,0.599229437,5.064162839,24.70379076,8.427487278,0.197219409,8.641624703,436.2078843,3.167887531,1.977222844,24.23266533,0.69035467,1.571346433,0,0,1.522217078,0.066018586,0.125068844,0.434273892,0,0,0.804573932,7.649904505,-0.060189992
108,0,50,1,50,3.869541521,16.6043303,3.737859202,3.727043313,-0.011313763,1304.692027,0,4.808387905,2.945661497,129.3804456,1.998886405,3.46650593,1.334368938,0.531819308,0.040470428,4.269147105,36.73469388,0.862544133,6.309888845,1.469255827,3.346157227,7.536746518,0.137287617,1.10352559,0,0.012537569,1.00334525,0.431076508,5.700693446,0,1.481358266,5.584194561,1.85127405,107.4242972,1.313567159,-0.028484308,14,0.612903226,0.021992188,0.254692719,-0.030165146,2.161437305,17.70519642,0.013593806,0.197003768,5.633760282,537.9072602,13.83962164,7.79163987,8.005319125,1.180161553,4.948875939,-0.073359754,0.806321939,2.580945111,8.967023948,0.800561224,0.174248921,0.149370995,0,0.024211871,15.05221815,0.009037852,1.998692552,0.589701159,5.262273747,26.94161571,8.442685139,0.201493493,8.700693446,486.9651993,3.219116416,1.536176117,50.49399823,0.698342839,1.378553283,1.054544516,0,1.566800412,-0.023407907,0.145780516,0.410762869,0,3,1.076699522,7.649904505,-0.055740382
109,1,12.5,1,12.5,4.016658256,16.60447362,3.74339023,3.784666844,-0.022524223,1368.796465,0,4.971653211,3.003669051,134.0020564,1.998886405,3.751403975,1.163664286,0.505905081,0.045791236,4.298601883,34.69387755,0.683872959,9.810495376,1.46874428,3.346157227,7.512657328,0.120527647,1.062867153,0,0.01099219,1.006562405,0.440301365,5.700693645,0,1.465220048,5.678532794,1.890519991,137.0966937,1.338460006,-0.025154406,15,0.6875,0.021797138,0.254221235,-0.025813857,2.161437305,20.21496101,0.012220661,0.200924357,6.057900428,550.9192863,13.84020167,7.775320879,7.786448301,1.365096261,5.070330642,-0.090068111,0.643056633,2.606856121,8.957363223,0.818069388,0.169408673,0.150272858,0,0.026246387,13.54642078,0.007227694,1.983104611,0.594338474,5.260204521,27.85544552,8.457655479,0.200244758,8.700693645,499.7628118,3.40291808,1.526972767,71.4600576,0.726193512,1.477793039,0.977220251,0,1.532975771,-0.017946945,0.14332946,0.415120671,0,3,1.076699522,7.649904505,-0.061900918
110,1,3.12,1,3.12,3.95305507,16.60448576,3.796360613,5.137182913,-0.008745346,1704.729293,0,4.738409575,3.003669051,162.0066927,2.053012423,3.73311777,1.758450949,0.426650306,-0.01088094,4.20077025,37.28813559,1.237619492,9.495463795,1.372697828,3.85074504,8.084678152,0.14981323,1.07502443,0,0.013664252,1.000683482,0.630955571,5.700722305,0,1.492668709,6.20058625,1.771322849,157.9911095,1.23863693,-0.025070802,26,0.513513514,0.019570106,0.255172666,-0.054095419,2.228724318,27.61570407,0.006030143,0.194759818,6.383414478,598.332479,13.84032959,8.329673709,8.747095684,1.180161553,5.697236011,-0.067091335,1.144233475,3.227485623,9.553935999,0.792377966,0.177381856,0.150141959,0,0.022609946,18.13741544,0.01118445,1.998886405,0.586351936,5.437027401,29.41481578,8.480736654,0.202751694,8.700722305,547.2534667,3.048195857,1.39799167,88.5906442,0.645179491,1.335850324,0.894168127,0,1.577442891,-0.042700101,0.153046122,0.404787713,0,3,1.076699522,7.649904505,-0.047215092
111,1,1.56,1,1.56,4.047761129,16.60462907,3.805571838,5.323490459,-0.015100993,1781.605159,0,5.200191142,3.003669051,166.6283036,2.045685198,3.754366864,1.523955983,0.415877041,-0.007299551,4.227689454,35.59322034,0.892020178,12.99607033,1.374515091,3.884296229,8.061788533,0.13278853,1.034365994,0,0.013258984,0.997681405,0.642556679,5.700722662,0,1.477903302,6.258592883,1.806614547,187.6635061,1.248351761,-0.022231497,27,0.657894737,0.020296717,0.254746662,-0.055903863,2.235125677,19.00997355,0.00506305,0.198120418,6.389649624,612.8826131,13.84090923,8.321644462,8.51907563,1.365096261,5.787558687,-0.078456941,0.682451907,3.227485623,9.538083045,0.806918644,0.173256696,0.150390843,0,0.024365379,16.54766158,0.002463385,1.998886405,0.589875256,5.435340921,30.25128151,8.495152061,0.201666733,8.700722662,561.5834793,3.225993483,1.406153601,106.7546726,0.681863365,1.425264199,0.841825747,0,1.556725771,-0.045506334,0.150810247,0.407453089,0,3,1.076699522,7.649904505,-0.051713736
112,1,3.12,1,1.56,4.02603948,16.60464955,3.944641512,6.623112017,0.001276333,2172.176082,0,4.574994927,3.03842484,194.6329399,2.09318377,3.753763524,2.208940528,0.380828587,-0.03197339,4.153149727,37.68115942,1.653307247,12.68103875,1.302031275,4.368945181,8.133920039,0.160079798,1.04312191,0,0.015492268,0.999352912,0.74635725,5.70078065,0,1.50636036,6.618147888,1.712976011,208.5579218,1.589486299,0.008131161,24,0.441860465,0.017590156,0.254862156,-0.056649825,2.278413609,36.04834448,0.000673353,0.192679889,6.398311617,668.2886501,13.84105713,8.385220421,9.502842982,1.180161553,6.228552384,-0.064630704,1.533529529,3.278413609,9.500641401,0.786566667,0.179754453,0.147547345,0,0.022124904,20.63178618,0.013362901,1.998886405,0.58559851,5.593831967,32.08554433,8.579416535,0.202974512,8.70078065,617.0726862,2.842667694,1.35280639,133.0853124,0.589532122,1.375900537,0.743466586,0,1.584351904,-0.042986841,0.146515167,0.406400055,0,2,1.076699522,7.649904505,-0.033416721
113,1,3.12,1,1.56,4.090474979,16.60495755,4.155138643,8.043693062,0.030422136,3041.848907,0,4.800579881,3.438553246,234.8233153,2.088266046,3.928353369,2.376245263,0.314139346,0.10379776,4.033944966,44.08602151,1.927929903,22.55279518,1.29680128,4.41406073,9.911530679,0.127580611,2.999029127,0,0.00898768,1.007147643,1.269813573,5.701551678,0,1.526238937,7.236421757,1.670843401,278.6001989,1.788001303,-0.096981879,36,0.538461538,0.026733092,0.254125322,-0.04541714,2.739386332,67.14567092,0.001702235,0.22973544,6.995287805,768.1082052,13.84236317,10.12594598,12.3473999,1.365096261,6.814244489,-0.023448877,1.73857893,3.510640758,10.67012103,0.744324731,0.151861521,0.149234293,0,0.03519892,29.52615974,0.026766113,2.055794804,0.60844364,6.029839702,35.48244734,8.724369949,0.203912729,8.701551678,716.4379837,3.432353769,1.369274982,355.1129347,0.600645118,1.79264835,0.292708967,0,1.612310379,-0.076240918,0.123724737,0.391707569,0,2,1.291820179,7.649904505,-0.055610932
114,1,3.12,1,1.56,4.090232401,16.60494424,4.12578519,7.78747395,-0.035597363,3217.94329,0,5.010851342,3.442178034,245.364739,2.088266734,3.864481515,2.200432313,0.300015193,0.042564905,3.998224782,44.32989691,1.770604185,22.43027307,1.30560216,4.413121935,11.02662425,0.176839969,2.794328425,2,0.008007647,1.032295617,1.047027847,5.701488557,0,1.459954843,7.132367094,1.651731238,254.5786405,1.690021797,0.168875725,21,0.518518519,0.024661581,0.260428791,-0.179292275,2.433635856,70.07124457,0.001521871,0.230307266,6.42907649,790.269634,13.84236308,11.31174696,12.67619392,1.435489205,6.921362927,-0.056661207,1.5890615,3.506982776,11.35393324,0.73436701,0.200132803,0.152317323,0,0.023696429,29.33349468,0.035329051,2.043579497,0.583483646,5.903347317,36.54492197,8.643120748,0.208736875,8.701488557,738.5566293,3.498850927,1.355478156,271.0489691,0.63054379,1.59730071,0.158470296,141.253224,1.613564237,-0.216629865,0.122302204,0.403981439,0,5,1.196123928,7.649904505,0.039586672
115,1,3.12,1,1.56,4.097740062,16.60519866,4.216712104,8.039144107,-0.000515518,4353.922361,0,5.26472414,3.638384099,234.0098395,2.107636972,4.241993609,2.488587741,0.298953886,-0.015119798,4.127990402,36.26373626,1.64870357,35.29509498,1.193231717,4.581266163,11.52738376,0.154075605,4.287438849,0,0.011377213,1.055087368,1.083320604,5.706159457,0,1.508361683,7.132885664,1.656330861,333.1537479,1.753209971,-0.001555445,37,0.534482759,0.02283706,0.253011735,-0.095869815,2.605161296,42.71817712,9.75E-05,0.194826111,6.675795799,858.361106,13.84342164,11.84651913,10.79255053,1.365096261,7.085465276,-0.029174468,1.2430705,3.510926799,11.78119999,0.793149451,0.131462212,0.148691855,0,0.023262026,24.01860371,0.015599722,2.088264969,0.589918271,5.842445406,39.04937477,8.677780256,0.20284715,8.706159457,806.4989957,2.95258963,1.097657376,221.5045224,0.572343547,1.407682718,0.142940528,0,1.617808065,-0.100244538,0.121173128,0.396553099,0,5,1.279860658,7.649904505,-0.033661419
116,1,1.56,1,1.56,4.089381392,16.60503276,4.155138643,8.043693062,0.002848094,3041.848907,0,5.073762817,3.35577768,234.8233153,2.088266279,3.928353369,1.945762125,0.318429107,0.278661941,4.101098812,30.66666667,1.389851079,112.3134748,1.200278526,4.413450454,9.803580679,0.071448431,-4.003470873,0,0.00898768,0.635483596,1.4163467,5.701551678,0,1.479051419,7.69033809,1.728298781,225.6489733,1.786733968,-0.044810089,23,0.538461538,0.026733092,0.250854626,-0.060601528,2.568127227,18.07632746,0.000648921,0.201254499,6.995287805,780.3889735,13.84268935,10.00256681,10.2364136,1.812133828,6.819893198,-0.084936801,1.155055873,3.510512801,10.60904465,0.777050667,0.415673615,0.149234293,0,0.03519892,63.81228449,0.058361793,2.023116538,0.60844364,5.729857388,33.55733499,8.724369949,0.193731151,8.701551678,727.2502026,3.377162438,1.369274982,154.1932686,0.639220222,1.79264835,0.366943985,89.76067963,0.468622143,-0.040632685,0.123724737,0.391707569,0,2,1.115257508,8.509115714,-0.045930684
117,1,0.8,1,3.1,6.880335857,16.61136098,3.88036799,7.151371764,-0.066462582,2862.540606,13,6.00618866,3.593686387,280.5721039,2.065002874,3.768052773,1.018297114,0.182021481,-0.029241001,4.189031339,34.17721519,0.408413449,52.81735441,1.239297864,4.069937916,20.28645415,0.067024372,1.818574129,4,0.001977815,0.853324743,0.701830431,5.686312435,5.945790536,1.458599071,6.159066944,1.770285126,212.8508847,1.044520654,0.035794869,20,0.730769231,0.024458763,0.255273288,0.018431043,2.676846524,22.75069506,0.006911815,0.208071936,6.383610062,721.4474265,13.85695907,20.24643684,10.32664417,1.636741747,6.653466992,-0.099674034,0.297592089,3.466969071,17.97492493,0.784813924,0.164607851,0.158902485,5.615244253,0.025421054,22.03782367,-0.021015073,2.004282861,0.59333375,5.646493658,35.90753202,8.548885638,0.201366058,8.686312435,669.4484174,4.048161598,0.798762513,41.97132396,0.777174155,1.396726544,0.673384424,47.14470281,1.530419432,0.005342168,0.125969149,0.386191215,0,14,1.128667362,7.649904505,-0.022671501
